label,x_left,y_left,x_right,y_right
down,0.49592343,0.629496872,0.489592314,0.622736633
down,0.534343779,0.577708006,0.533524752,0.584310293
down,0.524816632,0.646651983,0.52389282,0.648230135
down,0.490718573,0.642964005,0.492106199,0.644335151
down,0.524941564,0.601858318,0.52393949,0.602000952
down,0.524553895,0.703989446,0.522794783,0.694438398
down,0.481968224,0.662377119,0.481675506,0.64531064
down,0.49212417,0.66022265,0.491454512,0.664772093
down,0.546694934,0.642631888,0.546893716,0.654341638
down,0.498814762,0.62254256,0.493954241,0.62631762
down,0.503886342,0.685535133,0.501112521,0.684870303
down,0.487305194,0.625351846,0.483274519,0.626388252
down,0.493861794,0.65723294,0.490664244,0.659681559
down,0.462617099,0.588316977,0.45660764,0.599960208
down,0.486527622,0.627037525,0.48071301,0.630815506
down,0.461590976,0.594292819,0.461761564,0.611611247
down,0.520222127,0.589009523,0.519262135,0.604428113
down,0.483999282,0.576104403,0.481405288,0.595223546
down,0.503043354,0.624562979,0.501442373,0.634786665
down,0.540208399,0.588681579,0.54001379,0.609495997
down,0.520514727,0.575148523,0.522100151,0.582169116
down,0.480607957,0.574503601,0.482164741,0.582821667
down,0.504871845,0.629941404,0.509038985,0.649378479
down,0.510854125,0.624394655,0.512134194,0.643087506
down,0.532397091,0.63624078,0.532349706,0.642317951
down,0.50632745,0.585883975,0.504861951,0.600295246
down,0.529175818,0.588773847,0.530826032,0.609359086
down,0.509338677,0.599898934,0.508254766,0.620715559
down,0.49902752,0.582179427,0.496978045,0.605438411
down,0.520306945,0.639310241,0.521015286,0.665687263
down,0.472118735,0.613238335,0.46761176,0.626389027
down,0.508029044,0.5812608,0.505372047,0.593913734
down,0.46685794,0.692916036,0.466441542,0.697109401
down,0.511649609,0.589258492,0.50892514,0.594978571
down,0.492417902,0.632823348,0.492546827,0.637298942
down,0.468577206,0.596246362,0.468342096,0.603611052
down,0.535660326,0.636291623,0.534721553,0.654990375
down,0.489498019,0.677334666,0.494892359,0.688960433
down,0.495502502,0.650291562,0.495546162,0.651121378
down,0.524019957,0.535786331,0.520441473,0.547627032
down,0.476581603,0.663888991,0.479041994,0.684209108
down,0.52832365,0.618166685,0.528903961,0.647406816
down,0.486130744,0.630606353,0.484451741,0.638316214
down,0.53498894,0.575400949,0.534374833,0.595387697
down,0.512007773,0.59241116,0.512194693,0.598697245
down,0.533430696,0.532738805,0.535350323,0.551293492
down,0.503016412,0.62624675,0.504652023,0.643339097
down,0.50092715,0.609388471,0.496438891,0.620277405
down,0.518566966,0.675681174,0.51677525,0.702755153
down,0.4722054,0.640213966,0.468613237,0.649194121
down,0.464375287,0.635534048,0.464973748,0.640119016
down,0.517537773,0.649634063,0.525334775,0.663518727
down,0.5052315,0.63708359,0.50627017,0.650020123
down,0.557206869,0.606437325,0.557847857,0.635667682
down,0.47214067,0.637581885,0.46902597,0.645248353
down,0.473949939,0.622720659,0.472693384,0.645174205
down,0.541138351,0.592009068,0.538901865,0.599240661
down,0.512009203,0.624611557,0.507319212,0.643230975
down,0.523158491,0.636694133,0.514656603,0.666330576
down,0.485699862,0.594878614,0.488707721,0.615763187
down,0.489076376,0.658111215,0.490331918,0.628161609
down,0.517911553,0.595960379,0.519262612,0.593649149
down,0.516856134,0.609208941,0.516893864,0.593912959
down,0.522444904,0.601846576,0.518990934,0.580145657
down,0.558252692,0.573634982,0.566923022,0.573352873
down,0.522392094,0.662225306,0.522907197,0.6584934
down,0.49007526,0.590989232,0.495747238,0.590608716
down,0.498267829,0.623426616,0.503761888,0.616324842
down,0.552171528,0.586668134,0.553537786,0.564779699
down,0.505388498,0.622344375,0.520391107,0.605945766
down,0.484113872,0.670865476,0.483185172,0.657697737
down,0.539573669,0.627374411,0.541807771,0.617632031
