label,x_left,y_left,x_right,y_right
up,0.475400716,0.523430288,0.481939495,0.519947052
left,0.509831488,0.315521091,0.511683822,0.315145135
left,0.359863371,0.495116979,0.361882091,0.496505529
right,0.235882044,0.55521816,0.230106458,0.557311296
left,0.734974504,0.479664803,0.73519671,0.464861363
up,0.373636067,0.543709338,0.372655362,0.546841502
right,0.530493796,0.290590018,0.532777667,0.284577817
left,0.71446234,0.475272626,0.714225531,0.462339103
right,0.315878987,0.54708761,0.318067908,0.545294046
down,0.639424145,0.495788962,0.633810699,0.49387449
left,0.509745896,0.735922635,0.500353277,0.716609597
up,0.247545436,0.460643828,0.25306806,0.444781572
left,0.536084652,0.154565394,0.53665179,0.15311636
up,0.231661752,0.483833343,0.232463166,0.47533235
up,0.500928402,0.335631371,0.497270226,0.329417557
left,0.547665894,0.405260831,0.543688595,0.386145771
up,0.344506264,0.493208438,0.342921972,0.49018842
right,0.528786182,0.229099527,0.526986837,0.230177909
left,0.667077243,0.551841795,0.665159166,0.550437212
right,0.323524594,0.546330929,0.31902802,0.548437774
right,0.780339241,0.574275911,0.784266233,0.57655406
right,0.755304754,0.493041337,0.756769419,0.488413334
left,0.62242043,0.539507687,0.620825171,0.53891623
up,0.177607045,0.45432207,0.176051125,0.442895859
left,0.524290025,0.340428621,0.517549098,0.335514337
left,0.301583946,0.511334658,0.302135795,0.52218616
left,0.300616413,0.518304765,0.302649617,0.521411896
right,0.311948568,0.549450576,0.31007573,0.555382848
down,0.666017115,0.513677418,0.662567794,0.511930227
left,0.522158921,0.681117773,0.517397523,0.673143506
right,0.322236568,0.473089397,0.321208745,0.462659568
down,0.695416033,0.500849783,0.694703519,0.492028266
down,0.567883551,0.670931876,0.566547036,0.6773296
down,0.472059816,0.697430372,0.465791881,0.691857576
down,0.58300072,0.720024049,0.582957506,0.719104648
right,0.490068257,0.688435197,0.485943019,0.673530579
right,0.816708207,0.494185269,0.831923485,0.486860543
left,0.619956553,0.52337116,0.61743474,0.51740706
down,0.372782111,0.524858117,0.370318294,0.524865568
left,0.50077796,0.724899292,0.495787114,0.720826805
left,0.293426871,0.509973645,0.288855582,0.522161901
down,0.314703196,0.540225267,0.311191618,0.552491128
left,0.449789137,0.803445935,0.440931916,0.790589631
left,0.387136161,0.521279097,0.376056761,0.53257966
right,0.289891869,0.451133221,0.280749917,0.45773834
left,0.723077714,0.467579335,0.725567579,0.474476904
down,0.368309677,0.506726623,0.360347033,0.522844911
up,0.571923971,0.81482929,0.563347995,0.807653189
right,0.453866839,0.25465259,0.454343647,0.257613242
up,0.733617246,0.472982049,0.735237658,0.475860208
up,0.556995511,0.355544865,0.565028131,0.352168918
up,0.477361739,0.208805084,0.474415332,0.209528908
down,0.490881443,0.209904417,0.486890942,0.213141486
left,0.513968885,0.70206964,0.512382984,0.694715261
up,0.382916063,0.470632911,0.374186516,0.4724904
down,0.4899593,0.490696758,0.493775517,0.481503993
up,0.513232946,0.768999875,0.512057841,0.767205775
up,0.507733166,0.348181933,0.507559538,0.343094349
up,0.503854811,0.191552505,0.50165087,0.176726595
up,0.518880308,0.223743066,0.515971243,0.228515729
left,0.482922375,0.336332738,0.487007618,0.333255649
down,0.331788838,0.556099296,0.333307952,0.556039512
down,0.502325594,0.748734236,0.503902197,0.733252704
up,0.531571984,0.810188353,0.529164732,0.80409199
right,0.523840606,0.270871252,0.532146037,0.272429347
left,0.85478878,0.470291615,0.85407275,0.466195017
right,0.31243661,0.542698145,0.311386645,0.547825515
up,0.660083234,0.487442225,0.657905042,0.490692139
left,0.563356996,0.239266291,0.577742219,0.245830342
down,0.412136167,0.533334792,0.404867679,0.549345136
right,0.522713006,0.617312551,0.515868425,0.622739196
right,0.683658063,0.463859469,0.684979856,0.46960631
right,0.805517256,0.555387616,0.803774893,0.56578809
left,0.613734305,0.516016722,0.613903165,0.529499531
left,0.35106644,0.50012815,0.359841585,0.518499434
down,0.218497768,0.470173717,0.220729634,0.479130477
right,0.462908655,0.714917421,0.466426969,0.711401701
down,0.660975933,0.545851231,0.665667593,0.56392312
right,0.481620491,0.704443932,0.488564044,0.732840061
right,0.631753206,0.546335161,0.649547338,0.54714942
right,0.719106555,0.504347801,0.731134236,0.520468295
right,0.754263878,0.470045537,0.751757562,0.468639672
up,0.743078291,0.498251945,0.737047732,0.516070783
left,0.495851815,0.39782536,0.489573985,0.3838045
down,0.361013472,0.50526464,0.362404704,0.513213217
down,0.485085607,0.686808407,0.484170139,0.688366175
up,0.504810393,0.729310036,0.499281287,0.715134084
left,0.480136752,0.362283975,0.477918625,0.360061377
left,0.404983789,0.54345727,0.394662678,0.543731272
left,0.38295278,0.468252778,0.378788561,0.469041795
up,0.338983387,0.475150317,0.336029977,0.467688113
right,0.571131587,0.330557883,0.572642803,0.319884658
up,0.676106095,0.457841098,0.674025774,0.450067967
up,0.532227874,0.270432681,0.530552864,0.278051496
up,0.493526459,0.491544902,0.489437133,0.494397998
right,0.467268497,0.285613656,0.473489881,0.299873054
down,0.651572168,0.534039319,0.64613235,0.534329951
right,0.517410934,0.631620288,0.521955788,0.622662246
right,0.572366655,0.504726827,0.587967992,0.512425959
up,0.700411081,0.539175451,0.750663221,0.546930313
left,0.556818485,0.277625054,0.549378872,0.272087395
up,0.280764222,0.545381606,0.285882622,0.54697001
right,0.452164114,0.295671701,0.448456585,0.301227748
down,0.697484314,0.554125547,0.691922128,0.571000695
up,0.538140893,0.640830278,0.534435511,0.647640467
down,0.517849803,0.462059468,0.52150023,0.449284375
left,0.492825031,0.641567469,0.504034281,0.635569632
up,0.240689605,0.562363029,0.241592884,0.587306321
down,0.553982496,0.360625386,0.550193906,0.363189399
down,0.479003549,0.605254948,0.463759929,0.620683372
up,0.480874449,0.672978938,0.474666417,0.674287319
down,0.507736087,0.213714823,0.503630221,0.222987175
up,0.50964725,0.761666119,0.506301343,0.746917129
up,0.477915615,0.161023185,0.476069242,0.154718772
down,0.487281114,0.381555617,0.487288743,0.377866149
down,0.546979427,0.65640825,0.547555864,0.672085524
left,0.530763626,0.727792203,0.52775383,0.726637542
down,0.306372672,0.554931641,0.303665847,0.57814604
up,0.528148592,0.694153666,0.529212236,0.686271846
left,0.535643399,0.242881119,0.554503262,0.245210022
down,0.502979219,0.587553918,0.497436076,0.571858525
left,0.486137569,0.652724206,0.495065778,0.629465163
up,0.365349323,0.550121844,0.35998407,0.546234787
right,0.475636601,0.255861908,0.476296037,0.235938683
right,0.612595081,0.513084471,0.610476673,0.507985592
right,0.814860702,0.578309536,0.814501226,0.591249764
left,0.680200636,0.563702583,0.677802622,0.564616799
left,0.39826262,0.521779418,0.396389216,0.516588092
right,0.262087554,0.552257359,0.265283376,0.551557004
left,0.696244001,0.5295766,0.69385767,0.524727821
right,0.394049287,0.542331457,0.372612774,0.543699086
down,0.700836241,0.498646259,0.702962995,0.48291719
down,0.45806694,0.811327755,0.45733133,0.787968695
left,0.527136147,0.742496133,0.520030379,0.734748781
down,0.311227173,0.54902488,0.306394726,0.540163457
up,0.479871303,0.797465742,0.475577295,0.783718944
down,0.505329967,0.396808445,0.501110196,0.374656171
up,0.488995373,0.760230958,0.491142273,0.755570114
left,0.48416999,0.347564012,0.48075673,0.34562099
up,0.356608927,0.536559343,0.351469249,0.53420341
up,0.514583409,0.410105199,0.524684608,0.398512512
left,0.497720391,0.449353874,0.494530201,0.450454712
down,0.490101665,0.490839452,0.49553436,0.500483453
left,0.506234407,0.641686022,0.502905965,0.638187706
right,0.295622498,0.548526824,0.293418139,0.549200952
up,0.741364896,0.537587225,0.739647925,0.538880289
left,0.483082712,0.341058493,0.483288527,0.328326792
up,0.246575013,0.542846262,0.235735074,0.547972202
left,0.511462808,0.27208662,0.512574971,0.277442962
up,0.37179178,0.485873252,0.367556632,0.49157241
down,0.490124255,0.267204076,0.490260869,0.248687163
up,0.561012685,0.700284779,0.553788304,0.702785432
down,0.521282434,0.299491376,0.517534792,0.284340501
down,0.534798741,0.75171876,0.530035853,0.734666407
up,0.463628501,0.750488222,0.460403502,0.731666565
down,0.469217986,0.17117919,0.468975931,0.16804862
up,0.514732242,0.737483978,0.506383359,0.713818908
right,0.479251355,0.348398834,0.478081763,0.345769078
down,0.833489776,0.561459184,0.843375683,0.564808667
down,0.473437905,0.646214724,0.469734699,0.642658234
right,0.504226744,0.696086407,0.504296064,0.683447957
