label,x_left,y_left,x_right,y_right
down,0.516758502,0.75253433,0.505534768,0.749334514
up,0.466318339,0.270201027,0.466449648,0.264148951
right,0.87117219,0.569631934,0.868121147,0.569048643
down,0.460630417,0.685616553,0.449347854,0.680027783
down,0.511633873,0.731806159,0.513361692,0.726973414
right,0.896609128,0.546278238,0.894516945,0.551900268
up,0.540994585,0.14695023,0.537801981,0.144381568
up,0.550196826,0.267163157,0.546073675,0.249670967
up,0.443320364,0.266189635,0.440089822,0.269613385
right,0.774413288,0.482527137,0.767292202,0.472994775
right,0.682769716,0.488587081,0.678377092,0.478727847
right,0.668061197,0.555529833,0.664759636,0.555468202
down,0.54725796,0.746476352,0.535102963,0.749942243
down,0.578805745,0.663177848,0.572590888,0.669624865
right,0.75054431,0.460229218,0.749193251,0.456456929
right,0.694570184,0.49228394,0.692682028,0.492070466
down,0.477795124,0.676142752,0.476427764,0.657352209
right,0.847103894,0.494378597,0.84391886,0.489125699
left,0.354713649,0.524365127,0.341626972,0.529187143
left,0.352292061,0.449268162,0.344801635,0.449980944
left,0.253411204,0.574928045,0.243706375,0.576563478
up,0.449484944,0.158640295,0.446923912,0.154339299
left,0.143965364,0.448873341,0.130575225,0.445121884
up,0.474192828,0.273711652,0.472682863,0.271841943
right,0.828752577,0.487076461,0.825921476,0.476102144
up,0.470455945,0.292224616,0.469778508,0.282574236
up,0.521715462,0.397038758,0.531763911,0.389184356
down,0.509013236,0.787138343,0.496088773,0.785230458
left,0.27333951,0.45874989,0.263865829,0.474518001
down,0.577709615,0.655413389,0.573510766,0.672153652
down,0.535911024,0.744628191,0.530573606,0.74410826
down,0.501288056,0.825248659,0.502880752,0.83051151
down,0.477056682,0.702520669,0.47216931,0.697796166
down,0.584423482,0.711915493,0.579768479,0.716854334
down,0.512022078,0.857086539,0.500589252,0.84566313
down,0.547040164,0.648432076,0.543913901,0.647487223
right,0.671613336,0.505292952,0.668287992,0.498772651
right,0.830589116,0.567552149,0.829565227,0.574065924
left,0.301648557,0.505694866,0.295484483,0.516155005
down,0.575508058,0.692831397,0.576754034,0.694314539
down,0.531528294,0.814826608,0.538032591,0.817819834
right,0.790943861,0.496643186,0.787686884,0.501491249
up,0.534000456,0.333569616,0.534974992,0.322812676
left,0.367322057,0.50881058,0.357525617,0.526164114
down,0.555243552,0.743671477,0.566129744,0.748403728
left,0.274223506,0.570326626,0.265753835,0.593720496
down,0.478384703,0.707781553,0.467030913,0.710131884
right,0.736742258,0.510497093,0.730211675,0.508036613
left,0.349924803,0.537716746,0.337193698,0.544812441
right,0.862677991,0.576680481,0.855964065,0.58108753
left,0.371232718,0.448685944,0.362785041,0.453678966
right,0.734624863,0.568515241,0.723868906,0.571427584
left,0.267442465,0.573688388,0.256798953,0.590079725
up,0.463718444,0.271571487,0.458475113,0.265472382
up,0.550350249,0.336541951,0.544117332,0.329412311
right,0.821350873,0.556324065,0.818342268,0.553371549
right,0.880597115,0.545074463,0.88180083,0.536210358
up,0.567652881,0.165589347,0.574442089,0.173239127
right,0.89804101,0.558063924,0.897114813,0.562224507
down,0.503810108,0.846549094,0.490388572,0.846434057
left,0.206174567,0.473123074,0.195971191,0.491937995
left,0.205710307,0.547954798,0.234136403,0.558333158
up,0.585402012,0.129596934,0.582220137,0.135139748
right,0.785375595,0.47448653,0.783239126,0.478643626
left,0.152481422,0.570722818,0.144710764,0.578890681
down,0.537871838,0.714078665,0.537861884,0.705104589
right,0.894473135,0.548897088,0.88832134,0.547226012
up,0.504268646,0.321772546,0.500457168,0.309711605
right,0.668186903,0.465027809,0.663245738,0.485827476
right,0.846376419,0.567602873,0.841774404,0.579117835
down,0.554675996,0.833245516,0.547039032,0.834794044
right,0.808475554,0.495907784,0.809108675,0.494289309
right,0.887784004,0.578584433,0.885248244,0.58566457
up,0.550583601,0.209646881,0.552918851,0.20924595
left,0.228541672,0.510923803,0.222332522,0.518339694
left,0.362480432,0.554071486,0.356464118,0.570193708
up,0.5048244,0.232213184,0.503262162,0.222779557
left,0.26442945,0.483248204,0.253981799,0.489545822
down,0.476642609,0.740330756,0.481154889,0.741382241
right,0.870311797,0.574886322,0.864104211,0.581406355
right,0.754780173,0.493081003,0.751944959,0.502204061
down,0.576815903,0.690027058,0.56724602,0.702314436
up,0.519466341,0.277411312,0.516877174,0.267028779
up,0.528062999,0.335993111,0.524557352,0.322692484
down,0.514456809,0.865231276,0.502357185,0.863363326
up,0.476148576,0.311462671,0.475328088,0.307246089
right,0.853361666,0.45196411,0.847833514,0.446323842
left,0.255625129,0.533640623,0.252148986,0.556640506
up,0.489141673,0.431775302,0.486115128,0.424443513
left,0.349218518,0.484895468,0.35433048,0.484294236
up,0.5409832,0.254331321,0.547473609,0.248497531
up,0.444451392,0.192317992,0.453244179,0.178604782
right,0.754182875,0.399220645,0.750194728,0.394568592
down,0.462128848,0.777277589,0.4536843,0.754162252
up,0.495804906,0.307808936,0.502364039,0.305787027
up,0.534646034,0.168340921,0.545618951,0.173706502
down,0.522835851,0.812624276,0.516225576,0.824950397
up,0.493165314,0.358905703,0.500841379,0.354995817
left,0.218383789,0.532084882,0.218847767,0.544355154
down,0.589864075,0.750594378,0.588244498,0.719881713
right,0.72055757,0.517155647,0.721192777,0.507776022
up,0.459987164,0.300913393,0.464790165,0.293294847
down,0.550228775,0.743797541,0.541531563,0.72647959
up,0.459770203,0.190695867,0.468805492,0.172221124
right,0.870433807,0.551302135,0.875476837,0.545803189
down,0.491033077,0.538419545,0.487876534,0.532138586
up,0.495819479,0.279275388,0.495556891,0.278710514
left,0.163545266,0.52526629,0.161578894,0.531684279
up,0.528235018,0.314454556,0.537592709,0.302895486
left,0.185225576,0.415881813,0.181498155,0.426562279
left,0.367615551,0.487590671,0.368414402,0.490994394
down,0.547596037,0.818653822,0.543926358,0.826521099
down,0.489425182,0.60368377,0.495939761,0.607597053
down,0.507541716,0.837941289,0.504249811,0.825632513
up,0.559094071,0.250032902,0.561695874,0.242353275
right,0.796845973,0.462553859,0.797454715,0.445868611
down,0.574096084,0.73352164,0.574294508,0.698642015
right,0.879967391,0.50305289,0.885641098,0.503702283
down,0.480994046,0.695067048,0.481073588,0.696224391
left,0.210044563,0.531827569,0.218321308,0.549672782
down,0.505736887,0.851100862,0.498950541,0.835697353
down,0.591439307,0.742356777,0.587708116,0.709116817
right,0.81751585,0.407955587,0.820263803,0.404687434
right,0.665177405,0.53187263,0.668262362,0.522672415
up,0.505212843,0.353320688,0.514036715,0.351226211
left,0.205371901,0.400579363,0.203913867,0.407300085
down,0.472910017,0.678066671,0.475295722,0.69210279
left,0.224774554,0.434825122,0.230808929,0.43879801
up,0.45934847,0.284233481,0.465270877,0.279263884
down,0.449643373,0.704207838,0.452124298,0.717668831
right,0.475392163,0.468292713,0.483538389,0.452375591
left,0.33720237,0.423929125,0.339794427,0.432770044
left,0.268094569,0.482278019,0.264767319,0.496471137
down,0.455810696,0.637239695,0.461066723,0.639011621
down,0.508229256,0.605032742,0.502613842,0.604933858
down,0.499690861,0.584678292,0.497942418,0.578995049
down,0.475461751,0.78723073,0.474589914,0.802395105
left,0.255080283,0.509618104,0.255687207,0.519120038
up,0.537365794,0.231069297,0.546451986,0.231976599
right,0.798676729,0.416021705,0.805023193,0.418262601
