label,x_left,y_left,x_right,y_right
up,0.509876311,0.32194078,0.510582685,0.329207718
up,0.541013002,0.225239903,0.540272772,0.232312292
left,0.189872205,0.434813619,0.190925136,0.452489078
left,0.131833375,0.56422621,0.133814186,0.578290641
up,0.529981196,0.235070184,0.529445231,0.233319625
right,0.757154286,0.410999328,0.754518151,0.413505554
down,0.485248864,0.679896116,0.482564181,0.691646814
up,0.448655397,0.177475646,0.45220843,0.186042652
down,0.49594596,0.842375338,0.498720676,0.839383721
left,0.257264525,0.436421663,0.262971669,0.460073262
right,0.798452616,0.549273133,0.798163235,0.563587606
left,0.32718873,0.486415654,0.329179347,0.499001235
up,0.476278812,0.334868103,0.473429799,0.341296792
right,0.698578656,0.494332165,0.69935739,0.517503798
left,0.322489828,0.524143636,0.326211512,0.547666073
right,0.69268626,0.425588429,0.697830796,0.447927862
right,0.766353607,0.457531363,0.763737619,0.464965343
left,0.33650443,0.473310024,0.343523622,0.496778876
left,0.298666269,0.434936345,0.306584775,0.454344839
down,0.46662122,0.707873881,0.468180537,0.714126468
up,0.51082176,0.282031506,0.5101192,0.283066273
up,0.485284358,0.248682588,0.485754579,0.267414778
down,0.565410614,0.815048397,0.565840006,0.849542856
down,0.466422439,0.822162807,0.480730355,0.840538919
up,0.491210938,0.319762528,0.490503609,0.331711203
down,0.488965243,0.825645626,0.496205926,0.841176808
right,0.851325929,0.530355394,0.851104558,0.549667716
left,0.141605079,0.483887166,0.143435776,0.514260054
up,0.531093955,0.109805867,0.531588733,0.130460456
up,0.5127424,0.287509084,0.510846436,0.286286205
right,0.817505777,0.472312272,0.818981111,0.488490134
left,0.218797967,0.52187103,0.216966823,0.543815374
right,0.770999968,0.525128365,0.764430225,0.561445475
up,0.463856816,0.188759983,0.462475747,0.187207833
down,0.545006633,0.631469488,0.542219639,0.643964291
right,0.741710722,0.47141552,0.739384472,0.481064022
up,0.539118707,0.207889125,0.542685449,0.225316703
left,0.257509589,0.531038761,0.260720253,0.551516712
down,0.496536851,0.834872961,0.499729425,0.856155455
down,0.556946576,0.701766849,0.562154055,0.75338304
right,0.780843556,0.418160647,0.784422457,0.43824479
up,0.51909554,0.142984405,0.522098958,0.159345537
right,0.75079304,0.532384098,0.753315985,0.56330651
down,0.464348048,0.785483301,0.461073965,0.791417122
left,0.350001693,0.502471268,0.356518418,0.531035602
right,0.826924086,0.515149653,0.824818194,0.538690865
right,0.851674318,0.552057862,0.842168272,0.560407221
up,0.504432976,0.335279495,0.500319481,0.349209756
up,0.520287752,0.322220355,0.521311462,0.335306823
down,0.569862127,0.696914434,0.574749351,0.731298983
up,0.462406158,0.158033475,0.459985763,0.17312704
right,0.786953211,0.455617458,0.791113317,0.475802124
up,0.46944502,0.270389378,0.473209172,0.278262109
down,0.532234132,0.723683298,0.533527076,0.728302896
left,0.293391198,0.434787005,0.294771522,0.452258378
left,0.276336521,0.412965953,0.281007975,0.434725165
right,0.890489578,0.51833421,0.893654823,0.525661409
right,0.711386919,0.533970833,0.716248631,0.551428616
left,0.288366407,0.491882414,0.292288452,0.516331911
right,0.846958578,0.528522253,0.84104383,0.549104333
up,0.53545928,0.194658473,0.536749482,0.210285202
up,0.590928316,0.300234467,0.587966979,0.3058424
down,0.563454926,0.634802759,0.570507944,0.66593039
down,0.496369064,0.76879096,0.501849473,0.799820006
right,0.900881827,0.446611494,0.903278768,0.452691168
up,0.480074316,0.145513073,0.478920937,0.144703209
left,0.309114188,0.493039638,0.307459652,0.509588003
up,0.545853972,0.235712007,0.543712258,0.255419284
up,0.538687348,0.144333735,0.536619127,0.168665096
right,0.688423872,0.43340686,0.684423923,0.457823485
down,0.515232146,0.724239349,0.509706736,0.734992921
down,0.535098016,0.81608355,0.540014565,0.866280615
left,0.143993005,0.407843322,0.150342375,0.443394482
down,0.504577398,0.792248666,0.497455567,0.793392122
left,0.358205914,0.507948399,0.355718821,0.525571764
down,0.4507263,0.769248724,0.45150882,0.772406816
right,0.867815375,0.430182815,0.875255942,0.44493416
down,0.483193755,0.796327233,0.493093699,0.81202966
right,0.738406897,0.403684586,0.743665099,0.419685632
up,0.515148282,0.41965726,0.514515519,0.44071281
up,0.429140598,0.25213322,0.430459201,0.26221925
left,0.158988774,0.487698734,0.165953174,0.531663597
left,0.283344626,0.435455829,0.287619442,0.465923399
down,0.553815424,0.837437391,0.557424843,0.836815774
right,0.691273451,0.456395894,0.694095433,0.482215583
up,0.454379857,0.257841855,0.456748784,0.276152879
up,0.531699538,0.255046368,0.528168917,0.261581719
right,0.701394975,0.455238819,0.702593565,0.476132274
down,0.583321273,0.731966794,0.589606285,0.771979392
left,0.207095146,0.39072305,0.211014926,0.439283013
right,0.721591711,0.502149522,0.720726848,0.537246525
left,0.22877799,0.476457596,0.225068986,0.511418521
up,0.540652812,0.32340166,0.539311647,0.343539983
right,0.695233166,0.511935532,0.699614406,0.530382574
right,0.882388353,0.468672544,0.881094396,0.478123873
left,0.1670665,0.523804665,0.16603303,0.576989889
up,0.540251374,0.133567467,0.538524151,0.15167208
left,0.296175033,0.502272844,0.298586786,0.537223756
right,0.877960205,0.529444337,0.879271686,0.550349295
up,0.468278289,0.311769158,0.459671229,0.340891391
down,0.448748767,0.796964228,0.451036096,0.794635594
up,0.539905787,0.294960976,0.535306156,0.311917782
down,0.435003489,0.812119901,0.439266115,0.832978189
right,0.87353611,0.535729825,0.877330244,0.552786589
left,0.248760805,0.537787259,0.251666486,0.572194338
up,0.47531873,0.272735089,0.472424477,0.285619497
up,0.522207737,0.25856185,0.522264123,0.271563739
down,0.571243048,0.740549326,0.570913851,0.739113033
right,0.891969681,0.500342667,0.893930435,0.513138533
right,0.717683256,0.513719201,0.720000684,0.537690222
up,0.580668151,0.332231551,0.573500872,0.339308083
right,0.819430351,0.41889894,0.818488836,0.425467223
down,0.470249474,0.795299351,0.468495578,0.832462072
down,0.563510656,0.758169174,0.556783378,0.809659898
up,0.530027568,0.290739536,0.532151103,0.300121099
down,0.473249942,0.726711392,0.47908327,0.761993647
up,0.49665764,0.223375797,0.495565712,0.226507679
left,0.257036984,0.544285834,0.259668559,0.573757589
up,0.508882225,0.195263818,0.517159581,0.190547556
left,0.256064236,0.492155999,0.255383492,0.495820224
left,0.130083919,0.57354331,0.134144083,0.568616152
right,0.820726216,0.466981053,0.82425344,0.453701138
left,0.338440061,0.552020907,0.333967566,0.552351475
up,0.534152925,0.286381692,0.535741091,0.27706942
right,0.785506785,0.462613136,0.788931072,0.443372279
left,0.212678418,0.568471372,0.208481774,0.568600833
right,0.699416041,0.488703638,0.698968172,0.479352981
down,0.511545539,0.793563426,0.500655591,0.775226772
left,0.22159104,0.452636927,0.215640455,0.433946788
up,0.539728284,0.138920844,0.538885772,0.126945689
left,0.136580423,0.470775574,0.134951457,0.462361842
up,0.502356291,0.310039163,0.497894734,0.30349803
up,0.58001703,0.322215408,0.578004658,0.3108612
left,0.254589528,0.473493606,0.252501845,0.480303466
up,0.531467676,0.223896727,0.529946029,0.223241627
right,0.744383991,0.560872853,0.743883908,0.565472245
left,0.270776033,0.557349145,0.264320403,0.564290583
right,0.873998046,0.580073893,0.872614801,0.583251715
right,0.885702074,0.492399096,0.886790454,0.482874483
right,0.725166917,0.558669388,0.720977128,0.567767799
left,0.131073624,0.443069488,0.127822921,0.434246927
up,0.53700757,0.300925821,0.537243128,0.297899365
left,0.23275505,0.516084313,0.232775688,0.530762255
left,0.232715383,0.536545694,0.227229074,0.540006697
left,0.253243715,0.560342073,0.248716816,0.571812689
right,0.740136147,0.512604594,0.741563797,0.515223145
down,0.525502384,0.696738243,0.517480075,0.680184603
left,0.195280492,0.462484449,0.191699415,0.457434624
right,0.790190279,0.503564,0.79064554,0.496188551
down,0.574058056,0.697080195,0.57482183,0.70891434
down,0.462908268,0.703757346,0.45335868,0.705135107
down,0.589289486,0.731653571,0.59374696,0.732392371
down,0.491045028,0.752308488,0.48271811,0.739551902
right,0.893714011,0.48827228,0.899734318,0.474714786
right,0.678635299,0.530132711,0.673347354,0.53035146
left,0.292799026,0.533802032,0.286266118,0.537486494
down,0.494795114,0.747707427,0.494969547,0.734331846
left,0.171864882,0.527695358,0.169804081,0.538658202
left,0.269817472,0.544685483,0.261063188,0.559407651
down,0.444172174,0.817262232,0.433749378,0.809287786
left,0.320538372,0.52520436,0.309834391,0.541538298
left,0.286952078,0.450456172,0.277083129,0.452576518
right,0.825288236,0.460389435,0.823577523,0.459925145
left,0.325721353,0.503638864,0.315664262,0.517853618
down,0.584333658,0.81818682,0.571060956,0.817055941
up,0.439538777,0.186147407,0.43440038,0.186620846
right,0.798398912,0.465768158,0.797415853,0.456121147
up,0.590501249,0.255279213,0.591635704,0.255398482
up,0.473776132,0.18822068,0.469586641,0.185230032
up,0.482591838,0.149148524,0.47887671,0.145739496
down,0.519332409,0.812592447,0.513894498,0.813845634
left,0.301352531,0.457609624,0.291744083,0.465951055
up,0.535794318,0.219932035,0.54145366,0.22371763
down,0.512892962,0.840464592,0.50860256,0.841074049
up,0.513238251,0.276037812,0.514764309,0.278917819
up,0.50377661,0.177907094,0.499421507,0.165462479
up,0.525587738,0.127877653,0.525034666,0.122560576
up,0.471976966,0.241593599,0.474664092,0.245336309
left,0.280337662,0.562005579,0.27202785,0.559999764
down,0.504471719,0.792082846,0.497004509,0.775410712
down,0.531907499,0.814406931,0.530880511,0.814386189
up,0.528250396,0.243504107,0.530577421,0.243412718
right,0.853120208,0.467795849,0.851572454,0.456915379
left,0.309261203,0.547350645,0.301057011,0.550649345
right,0.75411123,0.460781962,0.753829777,0.454746634
up,0.581375241,0.168765306,0.588417768,0.172332838
left,0.329535663,0.5528602,0.321840942,0.576423109
down,0.595127523,0.727373183,0.578914225,0.729644418
right,0.763193667,0.445858866,0.753249407,0.445290595
right,0.867542863,0.565664053,0.862012863,0.581628919
right,0.706056118,0.525202811,0.702468991,0.543219984
left,0.243854061,0.470354259,0.232087433,0.495250046
left,0.15602158,0.471529186,0.153146759,0.469276339
down,0.455933094,0.793495178,0.450021237,0.784020007
right,0.717296839,0.561486661,0.716738939,0.581329584
down,0.477978677,0.77489239,0.467273414,0.772785127
right,0.695544422,0.566382587,0.69431138,0.571736097
right,0.818897843,0.511703312,0.816169202,0.520582139
right,0.869796038,0.456399143,0.86777097,0.452005953
right,0.878674686,0.508612216,0.874126971,0.525976539
up,0.495912105,0.379341573,0.487535089,0.360171527
left,0.274078071,0.501134336,0.271268517,0.510643303
down,0.481761336,0.718994856,0.475901246,0.719657481
down,0.506690323,0.860638082,0.496182084,0.850031435
up,0.469122022,0.294525772,0.46598053,0.290250212
left,0.144659981,0.531977952,0.141261205,0.529261649
left,0.311752528,0.455727756,0.306815267,0.459268034
left,0.249546617,0.458726585,0.240371138,0.454859644
up,0.582893074,0.318294317,0.585170031,0.311169356
right,0.75154227,0.444324315,0.750878394,0.432715118
up,0.533347845,0.155999273,0.542025924,0.176563859
up,0.477769077,0.393230051,0.473856837,0.38516739
up,0.455806464,0.243490309,0.482430845,0.264527768
right,0.725654423,0.551070511,0.720358908,0.556969583
down,0.51349467,0.672659695,0.506777227,0.666298389
right,0.710259497,0.465105504,0.707665682,0.459584922
right,0.783221066,0.551976204,0.781449258,0.567767024
up,0.565908849,0.189898863,0.565197706,0.210130453
left,0.166996047,0.546261609,0.156013444,0.562671185
up,0.444025397,0.210078493,0.445050836,0.232801571
right,0.78374052,0.567624271,0.782751918,0.586793125
down,0.564830244,0.735152781,0.55790621,0.74216485
up,0.512476385,0.321171373,0.512231112,0.315207124
down,0.490222692,0.701405823,0.498064131,0.680793524
left,0.240107492,0.562240362,0.224064022,0.588212311
up,0.589296877,0.310462296,0.585275412,0.308697253
down,0.464706421,0.645013392,0.448918521,0.661468565
down,0.466778547,0.793072462,0.45729062,0.801256239
up,0.511679292,0.140136063,0.507191122,0.150923297
down,0.512992918,0.813211203,0.505482316,0.795671821
up,0.468736857,0.15023075,0.466392368,0.150180608
up,0.472829521,0.281589836,0.482712001,0.286625892
down,0.573272943,0.733203113,0.562663674,0.745234847
down,0.53485018,0.821360528,0.530245066,0.808656752
left,0.265901595,0.563377738,0.255110949,0.580211997
down,0.484565049,0.816659033,0.473863035,0.804967463
up,0.553331971,0.228982106,0.558853567,0.250910699
left,0.205421299,0.518810928,0.199066952,0.535786152
down,0.485388368,0.704724848,0.488279372,0.692326725
left,0.312072456,0.558890283,0.309088022,0.557449758
up,0.47227639,0.157539383,0.470218211,0.132218659
right,0.697701693,0.507995963,0.696485996,0.506645322
right,0.824585736,0.578228831,0.827786446,0.592392564
right,0.767375886,0.582120359,0.767346621,0.587801576
left,0.334153682,0.521092355,0.328868479,0.52692914
left,0.174412027,0.572212577,0.169459835,0.565921009
right,0.783976138,0.531720102,0.782314658,0.537840307
left,0.351674438,0.546202719,0.341112018,0.552457869
right,0.805171072,0.487865478,0.805876315,0.468310833
down,0.44525069,0.85769403,0.437472731,0.835551023
down,0.536303759,0.787021101,0.529013932,0.7814731
left,0.278473109,0.542736232,0.270500124,0.535622358
down,0.477227479,0.8303774,0.467184454,0.815439999
up,0.505029917,0.33320567,0.505734921,0.321548849
down,0.486840904,0.778128624,0.484625548,0.766464293
up,0.478135586,0.261130065,0.476891994,0.260929167
left,0.290807128,0.538733721,0.28226769,0.542624235
up,0.526409745,0.25799498,0.530611932,0.243446007
up,0.503993094,0.346279651,0.501430631,0.330958247
left,0.305650592,0.483409196,0.296067685,0.495358378
down,0.514884353,0.723425448,0.510335207,0.727786303
left,0.191758379,0.564041972,0.188126102,0.566435933
right,0.849010229,0.543253362,0.847290277,0.545369685
up,0.480012894,0.326824456,0.475808799,0.316349983
left,0.222664207,0.554732442,0.215470225,0.554956019
up,0.517210782,0.231141806,0.515352309,0.229858384
left,0.312994063,0.476719975,0.306707263,0.476059705
up,0.491485864,0.247065544,0.486478031,0.233878896
down,0.583111525,0.749225855,0.567442536,0.750378549
up,0.525592744,0.235905498,0.5310238,0.233570352
down,0.554385841,0.836818159,0.549609363,0.840719819
down,0.465210795,0.761079967,0.45084542,0.756720483
up,0.460961282,0.14414838,0.46347627,0.135168359
down,0.512827694,0.747554958,0.507387578,0.740404129
up,0.464738548,0.272273034,0.464259326,0.272388399
right,0.870648324,0.571115732,0.86958313,0.568647683
down,0.467072308,0.686977327,0.463984698,0.666454911
down,0.511075497,0.733069956,0.504202127,0.788848162
right,0.900006711,0.553449452,0.894536138,0.551121771
up,0.535261571,0.13633655,0.531917155,0.131979212
up,0.552263737,0.262601644,0.542274475,0.246034473
up,0.442974865,0.263593048,0.439376801,0.267887771
right,0.772510707,0.482361108,0.769241512,0.472589999
right,0.686571121,0.487060547,0.680565834,0.477829009
right,0.672255158,0.555676043,0.667621672,0.556006968
down,0.544293523,0.757903636,0.531285048,0.761378467
down,0.581243098,0.662534654,0.57171315,0.672963619
right,0.754614055,0.461930364,0.748943329,0.460357487
right,0.703159869,0.49377498,0.696452618,0.494710088
down,0.477446049,0.687039554,0.471593022,0.670681894
right,0.852588713,0.492660612,0.850230932,0.484963149
left,0.356143981,0.529754221,0.342289716,0.533982277
left,0.350797534,0.448075801,0.340302616,0.448553175
left,0.258279204,0.571352303,0.248716027,0.578431904
up,0.450732321,0.154225275,0.445488185,0.149633393
left,0.138716504,0.449422151,0.126920879,0.440554887
up,0.47642377,0.271718323,0.474085599,0.266296685
right,0.829007089,0.483251363,0.824964106,0.473588914
up,0.47115612,0.292529851,0.469518751,0.282934874
up,0.533284605,0.306099087,0.545360506,0.299006373
down,0.510258377,0.790049613,0.49855271,0.785437405
left,0.268549562,0.461595982,0.258609414,0.474677473
down,0.579018056,0.651811123,0.573769689,0.668385088
down,0.539528191,0.740656614,0.531141281,0.742388964
down,0.505367935,0.829454482,0.503282845,0.834187686
down,0.474454969,0.70203799,0.47014609,0.700245917
down,0.574909389,0.717291534,0.578132391,0.724193811
down,0.515696466,0.85092777,0.504960835,0.847868502
down,0.549167037,0.644175231,0.544553995,0.643300712
right,0.674622297,0.505442441,0.670906484,0.49648273
right,0.835588515,0.572840869,0.835934639,0.579303026
left,0.301290065,0.510460734,0.295715451,0.512132585
down,0.573864341,0.693441153,0.574468553,0.690845549
down,0.528387964,0.815155268,0.537108839,0.817060828
right,0.795853794,0.498155892,0.792555988,0.50246346
up,0.537975371,0.332806647,0.53586483,0.319552392
left,0.350403845,0.513455451,0.34113133,0.52460748
down,0.553095758,0.752129138,0.567690492,0.752774417
left,0.273550957,0.576518059,0.26423043,0.593333542
down,0.480328768,0.707047045,0.468159169,0.709359705
right,0.740402937,0.50716722,0.734275222,0.501531541
left,0.353083521,0.529274046,0.339610726,0.53963542
right,0.864287376,0.579605639,0.858975053,0.578468144
left,0.368260682,0.449638933,0.360782981,0.447443515
right,0.719507277,0.547862828,0.720268488,0.544251621
left,0.269007921,0.579046667,0.243393809,0.65131259
up,0.462460637,0.262460351,0.460065693,0.237785384
up,0.550158203,0.328203708,0.547071934,0.321124822
right,0.823646724,0.55960691,0.823058486,0.56107986
right,0.887144089,0.548882544,0.885518014,0.539669335
up,0.572972775,0.162656769,0.57700789,0.168742523
right,0.903079987,0.565979898,0.90089488,0.56717658
down,0.501373887,0.848548293,0.486572087,0.846534729
left,0.193436056,0.476788312,0.184223279,0.486499995
left,0.202833191,0.558351755,0.261845857,0.524461985
up,0.586464167,0.127065077,0.581052542,0.126691595
right,0.791103423,0.477547824,0.78936708,0.477257431
left,0.150687441,0.571793437,0.142376915,0.577323437
down,0.536656141,0.724716008,0.532679021,0.718871176
right,0.887150407,0.553852677,0.882459581,0.548988879
up,0.506671846,0.310863048,0.504732013,0.309650332
right,0.662582457,0.471287012,0.659992397,0.487503082
right,0.844886005,0.568705857,0.8428846,0.577745199
down,0.557158053,0.834546506,0.548264802,0.835572839
right,0.802276611,0.495600194,0.800967455,0.490856469
right,0.884235919,0.576850474,0.882969081,0.586446524
up,0.55139643,0.209736645,0.551739454,0.19829984
left,0.229778826,0.502393901,0.220140472,0.514849544
left,0.359532803,0.553324819,0.353022903,0.568000257
up,0.503640234,0.221974701,0.500978708,0.216628641
left,0.261247844,0.487628907,0.252741367,0.483599365
down,0.466031253,0.780236304,0.461789906,0.777364671
right,0.875784457,0.561655521,0.867136061,0.577796042
right,0.758448243,0.491843402,0.756021857,0.501724124
down,0.580013335,0.691719472,0.570085764,0.701944888
up,0.514782727,0.275778562,0.512769043,0.266748279
up,0.524029195,0.338890046,0.526138425,0.328707993
down,0.514269412,0.871339977,0.504193723,0.870857418
up,0.476870805,0.310530275,0.474788696,0.306117415
right,0.853828311,0.445039451,0.848009348,0.443407655
left,0.256150097,0.530375421,0.252865314,0.546886981
up,0.514308631,0.356756181,0.514940262,0.349904716
left,0.368793219,0.484355658,0.373425126,0.488111854
up,0.541204333,0.253423989,0.548191547,0.247827113
up,0.444044411,0.19725056,0.451203465,0.184156582
right,0.763614535,0.400523454,0.759091198,0.394009739
down,0.457437813,0.808806241,0.450917155,0.78712213
up,0.50012815,0.336948961,0.507595599,0.33196944
up,0.535824418,0.165728524,0.547897696,0.171480894
down,0.521638155,0.808935404,0.518833518,0.826542079
up,0.496569037,0.357703656,0.500829041,0.356531054
left,0.217292786,0.527387798,0.217980415,0.543074727
down,0.592081368,0.747868419,0.587834537,0.723169208
right,0.722807169,0.516805112,0.722845256,0.506908596
up,0.470083028,0.303195447,0.474597424,0.293515086
down,0.543980837,0.719392717,0.535239756,0.702063799
up,0.459598929,0.193974644,0.466933072,0.179608285
right,0.868401825,0.548594117,0.871850252,0.549465895
down,0.591418982,0.696045458,0.584109545,0.702224255
up,0.481746167,0.252657264,0.485612065,0.263251156
left,0.158932373,0.522649586,0.159388274,0.530035257
up,0.535718024,0.314934999,0.541878104,0.304111421
left,0.188836083,0.416147023,0.183546826,0.430527925
left,0.353779346,0.490161628,0.35224548,0.4880867
down,0.548003495,0.817921758,0.543028533,0.827453077
down,0.463502526,0.677706838,0.462777287,0.686346292
down,0.504068911,0.663381279,0.512991011,0.641637146
up,0.500450909,0.521305799,0.499365449,0.527396321
right,0.796416759,0.447812676,0.796446085,0.44277665
down,0.580001533,0.719522059,0.578650534,0.688923776
right,0.882052481,0.516658604,0.880919158,0.522530615
down,0.479951113,0.738262832,0.477144718,0.740794599
left,0.226776436,0.510489643,0.228162304,0.532403409
down,0.507698655,0.854198456,0.498324394,0.838716447
down,0.592310846,0.736453414,0.588639796,0.703257561
right,0.825913489,0.417281359,0.825716436,0.414566368
right,0.665202677,0.529144764,0.667868733,0.519812286
up,0.506593943,0.364751637,0.522365034,0.378829956
left,0.204414636,0.395088613,0.204369068,0.40601474
down,0.475894302,0.679136634,0.476351857,0.691590607
left,0.372033834,0.382168382,0.354796648,0.397206664
up,0.46079877,0.280561566,0.466112465,0.277457148
down,0.452576429,0.637585998,0.461059749,0.655732632
right,0.663999021,0.452079117,0.666031361,0.442001969
left,0.335721076,0.425347716,0.339008421,0.430607021
left,0.275852859,0.482641131,0.273784637,0.488854945
down,0.45638749,0.634816706,0.4583022,0.642519891
down,0.487178147,0.685779572,0.483746171,0.67005831
down,0.503919423,0.626686335,0.502215028,0.629445493
down,0.475970596,0.789472342,0.47454676,0.802470267
left,0.255769283,0.505564988,0.255373627,0.514558256
up,0.539120734,0.224412456,0.548395038,0.229318872
right,0.801419139,0.413169891,0.806567252,0.414658844
right,0.751892269,0.550237238,0.762552857,0.541247249
