,label,x_left,y_left,x_right,y_right
0,4,0.50693154,0.50191516,0.49995136,0.5088655
1,4,0.6211015,0.51726496,0.6223113,0.53290045
2,5,0.50937414,0.5128557,0.5040891,0.52389264
3,5,0.5038183,0.5205678,0.49795565,0.5125696
4,4,0.49092287,0.50808066,0.48756656,0.5147583
5,5,0.50433236,0.50688326,0.4967957,0.5138422
6,5,0.45077232,0.5011791,0.44753715,0.51014495
7,4,0.5061059,0.5132777,0.5004557,0.51337564
8,5,0.5067155,0.518135,0.49734798,0.51263255
9,4,0.5049299,0.51289856,0.4995821,0.51122457
10,4,0.5061217,0.51469487,0.49580142,0.51851946
11,4,0.5065089,0.514114,0.4997473,0.5146798
12,5,0.5077462,0.509168,0.49776965,0.51203424
13,4,0.53159434,0.50841475,0.5261977,0.5138258
14,4,0.5055377,0.51234186,0.50003684,0.5120677
15,4,0.5015638,0.51136374,0.49579966,0.50954956
16,4,0.50635535,0.50394696,0.5017787,0.5109527
17,4,0.50591445,0.50894946,0.49802294,0.50832117
18,4,0.5052322,0.51241946,0.49806207,0.5170145
19,5,0.50821894,0.5114751,0.5044783,0.5213785
20,5,0.50400364,0.5040123,0.50086516,0.5105256
21,5,0.50013185,0.50594705,0.49313062,0.50939727
22,5,0.5038115,0.51773113,0.49992853,0.51180863
23,5,0.5060278,0.50446004,0.5015863,0.5059446
24,4,0.50299287,0.5064684,0.50194407,0.5033388
25,5,0.5073915,0.515791,0.5057703,0.5115521
26,5,0.50764585,0.5185355,0.50214505,0.51558197
27,4,0.50491697,0.514029,0.50076085,0.5120574
28,5,0.505362,0.5125707,0.4994014,0.5169475
29,5,0.50238305,0.5098296,0.49760106,0.51210177
30,5,0.5092112,0.50377023,0.5003489,0.50601727
31,4,0.50559884,0.5113282,0.50116426,0.5130631
32,4,0.5036,0.51019245,0.50090116,0.5225394
33,5,0.49760866,0.50347304,0.49338415,0.5115187
34,4,0.50401175,0.5212694,0.49716887,0.5240346
35,4,0.50200474,0.5102388,0.49821162,0.50333416
36,4,0.5029218,0.509997,0.49681997,0.5139093
37,5,0.50112015,0.5180348,0.4983442,0.51759803
38,5,0.50340617,0.5182544,0.5000538,0.5183262
39,5,0.5059661,0.50437766,0.50037885,0.5054029
40,4,0.5030531,0.51486224,0.50170845,0.5106091
41,5,0.50382215,0.5269043,0.49835008,0.5169977
42,5,0.504643,0.52022195,0.49987215,0.50869304
43,4,0.50536793,0.50939447,0.4965637,0.51058567
44,5,0.5034922,0.51404166,0.49707407,0.51775396
45,5,0.5061591,0.5061959,0.50184834,0.5122545
46,5,0.50459856,0.50468975,0.50163275,0.5024701
47,4,0.5206646,0.48705107,0.51564646,0.4882064
48,4,0.5069727,0.49577403,0.49971455,0.4981888
49,5,0.4998189,0.5052167,0.49668017,0.50432104
50,4,0.50457263,0.50253886,0.5016358,0.50680566
51,5,0.5037082,0.5135375,0.49768344,0.51203746
52,4,0.49476305,0.51716435,0.48877916,0.52434796
53,5,0.49991888,0.49367246,0.49233577,0.49692023
54,5,0.4876161,0.50389534,0.48235208,0.50124156
55,4,0.5054049,0.5042335,0.49574244,0.50212455
56,4,0.5069352,0.509369,0.5006002,0.5129611
57,5,0.50598246,0.508676,0.5035573,0.5142296
58,4,0.5072915,0.5054698,0.5027515,0.50935626
59,4,0.50322586,0.5025887,0.49893677,0.50306976
60,5,0.5031378,0.4996791,0.4976304,0.5069949
61,4,0.5037633,0.50491697,0.49819672,0.50622797
62,4,0.5058936,0.5063551,0.5007196,0.50400066
63,5,0.5020053,0.498253,0.4965304,0.49238232
64,5,0.50497705,0.49843606,0.49951687,0.4996295
65,5,0.5022065,0.5039096,0.49733877,0.50255764
66,4,0.5033116,0.49883357,0.4988037,0.49405357
67,4,0.50319344,0.51224726,0.49919173,0.5109297
68,4,0.5002954,0.503917,0.495604,0.49835688
69,5,0.5062095,0.50539726,0.5022655,0.505867
70,4,0.5045746,0.5154255,0.501767,0.5164382
71,4,0.50238,0.49757582,0.49783555,0.49512964
72,4,0.50535566,0.5056209,0.49792805,0.5135419
73,5,0.5037209,0.49920794,0.4997793,0.5088282
74,5,0.5061442,0.51171994,0.49906132,0.5147214
75,5,0.5016967,0.5046755,0.49810183,0.50998116
76,5,0.5056866,0.50618184,0.49983445,0.5107819
77,5,0.5048025,0.5057137,0.5002232,0.51062655
78,4,0.5053767,0.50363463,0.50041085,0.5097848
79,5,0.505501,0.5057532,0.5006388,0.51319677
80,5,0.5048388,0.50611544,0.4983898,0.49885494
81,4,0.50427157,0.50613666,0.49909136,0.50447106
82,5,0.50323135,0.5116254,0.5008731,0.5169087
83,4,0.51200634,0.49779803,0.5085257,0.500862
84,4,0.50664973,0.49854043,0.5004273,0.5015145
85,4,0.5037591,0.4980019,0.502562,0.498319
86,5,0.50580627,0.5088229,0.4970218,0.51495636
87,5,0.5056968,0.50826126,0.5038698,0.5071783
88,4,0.5079198,0.5058273,0.50251585,0.50235033
89,5,0.5014186,0.5111352,0.49753278,0.5176554
90,5,0.5056528,0.5084032,0.49682227,0.5017753
91,5,0.5057098,0.50197285,0.5037802,0.5034517
92,4,0.4999643,0.5126743,0.49812713,0.5132712
93,4,0.5027107,0.4995924,0.4987826,0.49941063
94,4,0.50951076,0.5001758,0.49967515,0.5024715
95,5,0.5011842,0.5075927,0.49520946,0.5029487
96,4,0.5030923,0.5029127,0.4987102,0.50474894
97,4,0.4997558,0.49793878,0.49285755,0.5018008
98,5,0.49859753,0.49071926,0.49589032,0.4981838
99,5,0.51797247,0.4942358,0.5133836,0.49159217
