,label,x_left,y_left,x_right,y_right
0,5,0.4997688,0.5040302,0.49621964,0.5100073
1,4,0.49471363,0.52141213,0.49442074,0.5189204
2,5,0.49677834,0.50671273,0.49714407,0.5070985
3,4,0.4888515,0.49872467,0.4922865,0.502145
4,4,0.49513328,0.5007036,0.49580446,0.50547445
5,4,0.49864018,0.49276835,0.4959567,0.49726328
6,4,0.49346867,0.4983518,0.49285278,0.507123
7,4,0.5113859,0.5108239,0.51436543,0.516051
8,5,0.48889574,0.49355686,0.4942578,0.5015561
9,4,0.49587363,0.50205815,0.49500784,0.5083327
10,4,0.49804643,0.4966844,0.498943,0.5013294
11,4,0.50150144,0.49281126,0.50150913,0.49939182
12,5,0.49794996,0.49862772,0.49867034,0.50527465
13,4,0.49912122,0.49885005,0.49701664,0.5008766
14,4,0.49744838,0.4958161,0.49867207,0.50695693
15,5,0.5522386,0.49582964,0.55710894,0.5009838
16,4,0.49004495,0.4986906,0.4914817,0.5093273
17,4,0.4972431,0.5103935,0.49699274,0.50830275
18,4,0.49503857,0.4991949,0.49497354,0.5108285
19,5,0.49762574,0.50077164,0.49277508,0.503965
20,5,0.3799107,0.4986769,0.37981814,0.5159382
21,4,0.4985752,0.5022194,0.4929889,0.5126466
22,4,0.4956505,0.500794,0.4920993,0.5070296
23,4,0.48564857,0.5059844,0.48319596,0.51052755
24,4,0.495625,0.50577676,0.4941803,0.5061051
25,5,0.4944998,0.5089758,0.49515328,0.5084858
26,4,0.5632767,0.5009507,0.5677708,0.5056983
27,5,0.5049683,0.507307,0.5067036,0.5138813
28,5,0.4463103,0.51531994,0.44821772,0.52163434
29,4,0.45900604,0.49568674,0.45922548,0.5019839
30,5,0.5071429,0.5080789,0.50102323,0.5062335
31,4,0.42864946,0.50783324,0.43421668,0.51017743
32,5,0.4793715,0.5107653,0.47714642,0.5080207
33,5,0.3197619,0.50044036,0.32283923,0.5148036
34,4,0.47730625,0.5063894,0.48015723,0.5118412
35,4,0.5403466,0.51860434,0.5407282,0.5276726
36,5,0.49773037,0.49465972,0.49542406,0.5018873
37,5,0.4971536,0.50000334,0.49672952,0.50596195
38,5,0.49258018,0.4849487,0.49084508,0.49605533
39,4,0.48947018,0.4989069,0.4873191,0.5036897
40,4,0.44755337,0.5206072,0.44860893,0.5217576
41,4,0.4298092,0.50482184,0.4292828,0.51243126
42,5,0.3530098,0.51195276,0.35034165,0.51788735
43,4,0.49804026,0.5244016,0.50016713,0.52225906
44,4,0.39628842,0.51013553,0.39642468,0.52136195
45,5,0.52126694,0.5045813,0.51880175,0.51129144
46,5,0.4914809,0.49784368,0.49760756,0.513168
47,4,0.49609956,0.5105295,0.49488783,0.51892835
48,4,0.49736843,0.51371783,0.4959809,0.514995
49,5,0.49895394,0.49938446,0.49641448,0.4980507
50,4,0.49669662,0.50077116,0.49232846,0.4953161
51,5,0.5052995,0.50216395,0.50520515,0.508116
52,5,0.49782875,0.5077363,0.49710533,0.51465905
53,4,0.47815186,0.5051213,0.47934744,0.5126491
54,5,0.4993168,0.5214127,0.5005366,0.5287931
55,5,0.48135662,0.51662195,0.48036352,0.5195519
56,5,0.49264526,0.5081825,0.4865423,0.5111565
57,4,0.50178754,0.49216473,0.50100255,0.49868137
58,4,0.49532816,0.5051874,0.49816483,0.504462
59,4,0.49695376,0.50360763,0.49494764,0.5007985
60,4,0.49338683,0.5009659,0.4938829,0.50712115
61,5,0.5153254,0.5011707,0.51704943,0.5022696
62,4,0.4958975,0.50025207,0.5002763,0.5031946
63,5,0.48692814,0.50448674,0.4860997,0.51700294
64,5,0.49065378,0.52010024,0.49349508,0.5201071
65,5,0.37132862,0.49150005,0.3792237,0.5027156
66,4,0.49659097,0.4965936,0.49687588,0.5084915
67,4,0.5885282,0.5080991,0.59520584,0.5113228
68,5,0.4969563,0.50379974,0.4940898,0.5111066
69,5,0.4948952,0.49601418,0.49812827,0.50348604
70,5,0.49845263,0.5078887,0.4997029,0.5140801
71,5,0.49676782,0.50292397,0.49727744,0.5081097
72,4,0.49166262,0.50879294,0.48677817,0.5092339
73,5,0.49998066,0.5043559,0.50203466,0.50832
74,4,0.49757946,0.5020809,0.4958533,0.50674886
75,5,0.4982331,0.49894628,0.4980088,0.5035816
76,4,0.49855766,0.49816698,0.49690843,0.50647473
77,5,0.49883372,0.49384743,0.4954569,0.49680611
78,4,0.49378526,0.49879548,0.4963633,0.50768197
79,4,0.48695293,0.49617738,0.4844443,0.50361246
80,4,0.27636796,0.48947847,0.27715015,0.5080683
81,5,0.4982988,0.50229347,0.49364364,0.49616826
82,4,0.48587367,0.5078281,0.48229447,0.5017869
83,4,0.49933383,0.5034778,0.49796778,0.5031817
84,5,0.4652431,0.509844,0.4654141,0.50147396
85,4,0.48770064,0.504786,0.4868475,0.49841562
86,5,0.5008843,0.5004129,0.49861962,0.5015482
87,4,0.4964147,0.5086246,0.49633515,0.49965435
88,4,0.5122177,0.5086099,0.51028585,0.50346965
89,4,0.50769496,0.49891376,0.50663817,0.49790022
90,5,0.49841958,0.5051869,0.49326825,0.5081217
91,5,0.4946013,0.4926284,0.49368438,0.49755573
92,4,0.49207962,0.493364,0.4932222,0.50336176
93,4,0.48784414,0.49908224,0.4875211,0.50987726
94,4,0.47980085,0.520973,0.4765966,0.53026
95,4,0.5005417,0.5044668,0.49877587,0.5095417
96,5,0.50478894,0.49837467,0.5009444,0.5050307
97,5,0.4975989,0.5004599,0.49606973,0.505615
98,5,0.49318796,0.4994792,0.49561128,0.50291556
99,4,0.49581373,0.49085698,0.49356836,0.49849987
