,label,x_left,y_left,x_right,y_right
0,5,0.49800897,0.5122198,0.49899527,0.5137628
1,4,0.49647868,0.5218644,0.4943774,0.5212735
2,5,0.49598026,0.5067256,0.49852875,0.5069772
3,4,0.48363698,0.49172407,0.4879271,0.50001293
4,4,0.4968007,0.50453675,0.4963867,0.50516486
5,4,0.49847344,0.49449068,0.49624094,0.5010191
6,4,0.4930834,0.5013216,0.49388662,0.5123552
7,4,0.49405873,0.51877356,0.49535036,0.52122575
8,5,0.4965966,0.49453962,0.4977068,0.5021706
9,4,0.4966498,0.5024657,0.49628937,0.50846815
10,4,0.49203855,0.50276905,0.49005038,0.50442237
11,4,0.49353477,0.49371147,0.49342036,0.50205564
12,5,0.498607,0.4991273,0.4993034,0.5038681
13,4,0.4982282,0.49584275,0.497394,0.5025682
14,4,0.49537763,0.49486583,0.49568355,0.50700855
15,5,0.49236882,0.498336,0.49516466,0.5024265
16,4,0.4996336,0.49937916,0.50121343,0.5110239
17,4,0.49926645,0.51461124,0.496485,0.5084721
18,4,0.49616915,0.507504,0.49661517,0.5202707
19,5,0.49720827,0.51473325,0.4964326,0.51730114
20,5,0.49603137,0.49261314,0.49069667,0.50312454
21,4,0.45403048,0.49823794,0.4518596,0.51526827
22,4,0.49826843,0.50490046,0.49254143,0.51628417
23,4,0.4932562,0.49713007,0.490212,0.50268286
24,4,0.49461657,0.50554407,0.49335143,0.5073908
25,5,0.4942503,0.5088912,0.4945301,0.5118231
26,4,0.4986766,0.5024365,0.4998802,0.507634
27,5,0.5035079,0.5067055,0.5073375,0.5160015
28,5,0.4939294,0.50465953,0.49488464,0.5101916
29,4,0.47345972,0.54577553,0.46430326,0.50748545
30,5,0.5032641,0.506709,0.49565053,0.5096587
31,4,0.4954969,0.5033296,0.49681494,0.5011745
32,5,0.4957437,0.5075761,0.4931587,0.5077573
33,5,0.46836227,0.50003725,0.46982396,0.5083351
34,4,0.49041218,0.50156903,0.49228927,0.5087345
35,4,0.49810556,0.5243885,0.49320143,0.53095526
36,5,0.49671715,0.49351916,0.4954786,0.50089806
37,5,0.4978957,0.5013093,0.4959819,0.5089682
38,5,0.49023,0.48185718,0.49338794,0.5011558
39,4,0.4916426,0.49666047,0.4889104,0.5016123
40,4,0.4955414,0.5077171,0.49381363,0.5069281
41,4,0.49233708,0.49749795,0.48837644,0.5056923
42,5,0.45271474,0.5076941,0.44891712,0.50997305
43,4,0.4963287,0.51996344,0.4959498,0.5228947
44,4,0.49433586,0.49650434,0.4936184,0.50650394
45,5,0.5053391,0.50278103,0.4987093,0.51229775
46,5,0.4945811,0.49982333,0.49925113,0.51149946
47,4,0.4946351,0.51347035,0.49265832,0.5242506
48,4,0.49518389,0.5099595,0.49342054,0.5168824
49,5,0.49907118,0.50229704,0.4965006,0.50161535
50,4,0.49588257,0.49797165,0.49194142,0.49706298
51,5,0.5064395,0.5015877,0.50496763,0.5082075
52,5,0.49609834,0.50602376,0.4973214,0.5144652
53,4,0.48035872,0.5035848,0.48126814,0.51325494
54,5,0.4994583,0.5258029,0.49667627,0.5271412
55,5,0.48650542,0.51277214,0.4842289,0.5282752
56,5,0.49318135,0.5083755,0.49186173,0.51547164
57,4,0.46273363,0.5043591,0.46077392,0.5097565
58,4,0.49392018,0.5057724,0.49866647,0.5046197
59,4,0.4965834,0.50401694,0.4943465,0.50353116
60,4,0.49363163,0.5038966,0.49492055,0.50985
61,5,0.49028173,0.5137693,0.49083167,0.5100074
62,4,0.48997322,0.50422746,0.4923379,0.5080388
63,5,0.4872816,0.5066431,0.48685697,0.5149662
64,5,0.4907446,0.51551867,0.49607518,0.51871175
65,5,0.47845015,0.5134733,0.48087418,0.5156818
66,4,0.49768794,0.49743155,0.4967245,0.5101558
67,4,0.49618977,0.51107246,0.4980867,0.5154073
68,5,0.49837413,0.5057233,0.4950665,0.5120354
69,5,0.49553818,0.49481475,0.4982624,0.5019033
70,5,0.49774113,0.5074959,0.4990167,0.514425
71,5,0.49664065,0.5030308,0.49708125,0.5088729
72,4,0.49336112,0.50840485,0.48810425,0.50746965
73,5,0.49983838,0.5106311,0.49972165,0.5080849
74,4,0.49763483,0.5112343,0.49562442,0.513664
75,5,0.5089771,0.50472647,0.50756997,0.51090556
76,4,0.4969455,0.4978906,0.49431366,0.5100635
77,5,0.4953825,0.49260664,0.49340373,0.49853355
78,4,0.49036726,0.49974135,0.49284384,0.5044383
79,4,0.5005114,0.5007911,0.4966591,0.5081092
80,4,0.3492342,0.49026245,0.35198873,0.50440466
81,5,0.4998987,0.507932,0.4968561,0.49923605
82,4,0.48503593,0.5080956,0.4821018,0.50873667
83,4,0.49113408,0.5079193,0.49005488,0.5100422
84,5,0.49517682,0.50211775,0.4950727,0.49558628
85,4,0.4968598,0.51055914,0.49417064,0.50365305
86,5,0.49871126,0.50408214,0.4971833,0.50215083
87,4,0.49774128,0.50708103,0.49775875,0.5011786
88,4,0.49731064,0.5106473,0.49262816,0.506769
89,4,0.5085032,0.49795854,0.50518566,0.5005234
90,5,0.5019807,0.51076716,0.49677405,0.51541954
91,5,0.49015737,0.4896522,0.49075547,0.49781147
92,4,0.49398863,0.49090698,0.49265838,0.49641722
93,4,0.4907655,0.49956384,0.4882487,0.50918275
94,4,0.48181266,0.5192038,0.47766024,0.5285508
95,4,0.4997851,0.5102573,0.49617767,0.5120368
96,5,0.4798537,0.5010216,0.4758145,0.506568
97,5,0.4997816,0.49816933,0.4965706,0.5066959
98,5,0.49192548,0.49938995,0.49492717,0.50339127
99,4,0.4917328,0.48969924,0.49039713,0.49521652
