,label,x_left,y_left,x_right,y_right
0,5,0.75970316,0.7665165,0.764392,0.78472465
1,4,0.49518654,0.4926839,0.49410617,0.51177526
2,5,0.4976488,0.5001549,0.49373728,0.5392865
3,4,0.49775568,0.52448547,0.48552182,0.5271318
4,5,0.49119824,0.5075507,0.4854586,0.5353771
5,4,0.49324176,0.5089873,0.4921047,0.5132891
6,4,0.49220094,0.5065185,0.48873156,0.54146785
7,4,0.4956388,0.48996726,0.49164858,0.52510077
8,4,0.50125414,0.5148081,0.49300265,0.5135203
9,5,0.5108277,0.4855464,0.50159496,0.51836556
10,5,0.4957098,0.52288157,0.49137083,0.5231765
11,4,0.49778664,0.50251544,0.48704162,0.50076336
12,5,0.49450803,0.5025079,0.49026603,0.5142436
13,4,0.4999321,0.4980775,0.49415612,0.5023752
14,5,0.4925705,0.48048916,0.49084872,0.504351
15,4,0.49440882,0.51004326,0.4897541,0.5082356
16,4,0.49346533,0.4919647,0.49116758,0.5204567
17,4,0.5063208,0.5042269,0.50130355,0.49658692
18,5,0.50078434,0.4935706,0.4905401,0.53394073
19,4,0.4926631,0.5174785,0.48776424,0.5209336
20,5,0.48751354,0.50519294,0.48721385,0.5384387
21,5,0.49564743,0.5001718,0.48594892,0.5052374
22,4,0.50572795,0.46762666,0.49773216,0.48725095
23,5,0.50687367,0.4718593,0.5047936,0.49153784
24,5,0.4931298,0.5017867,0.49020678,0.5125378
25,4,0.49510816,0.48417264,0.49337956,0.50020313
26,5,0.51761425,0.48494256,0.5103666,0.4959558
27,5,0.49553722,0.4861767,0.4927748,0.4949535
28,5,0.50381505,0.46813262,0.49836677,0.47849888
29,4,0.48904228,0.49708652,0.48647255,0.5178091
30,5,0.4888838,0.47201312,0.48378754,0.5046891
31,5,0.50014997,0.49267915,0.4924789,0.49037933
32,5,0.50012475,0.5160989,0.49853796,0.506839
33,4,0.5230882,0.4921984,0.5147976,0.50164026
34,5,0.5014372,0.50755864,0.49451977,0.53440696
35,4,0.49624085,0.4923052,0.49019355,0.49194717
36,4,0.5010254,0.49141562,0.49905503,0.5149163
37,4,0.48946786,0.49846542,0.48862153,0.519384
38,5,0.48828927,0.47532487,0.48943922,0.4948459
39,5,0.47963396,0.5143298,0.48395866,0.5146812
40,4,0.50302017,0.49508443,0.5047344,0.49994817
41,5,0.49760696,0.5006609,0.4997897,0.53717613
42,5,0.5009749,0.50623614,0.49117023,0.51712006
43,4,0.501794,0.49499527,0.4999764,0.49627024
44,5,0.4982183,0.49584615,0.48717728,0.51496506
45,5,0.49608916,0.5071031,0.49087054,0.50389355
46,4,0.5004875,0.52064234,0.48923773,0.5214078
47,5,0.5147721,0.50814915,0.510094,0.5024965
48,5,0.49940854,0.50559,0.4950924,0.5122964
49,5,0.49822858,0.49374205,0.49197665,0.50968695
50,4,0.4975179,0.52084094,0.49707657,0.5229705
51,5,0.4907205,0.5191957,0.49909914,0.5286558
52,4,0.48299563,0.47276822,0.4894855,0.48728707
53,4,0.48116124,0.4929664,0.48967764,0.49780098
54,5,0.479605,0.4971154,0.49058363,0.5068748
55,4,0.47595987,0.50471896,0.48945373,0.515066
56,4,0.49567083,0.50587523,0.49047458,0.5175881
57,4,0.4910833,0.4866911,0.48791447,0.4947696
58,5,0.4814715,0.48401073,0.48955035,0.5025459
59,4,0.4941574,0.5028953,0.48868144,0.49943176
60,5,0.49073198,0.4946688,0.48639196,0.52033156
61,5,0.50306344,0.5188664,0.49791133,0.51100343
62,4,0.47724476,0.56515056,0.49716124,0.5580613
63,4,0.5039371,0.5229092,0.4963881,0.5166238
64,4,0.5110238,0.48845425,0.50377256,0.48640043
65,5,0.5093641,0.50615793,0.5042233,0.50501996
66,4,0.49143746,0.49036825,0.48806268,0.51896703
67,4,0.49738726,0.48255888,0.489978,0.48338816
68,4,0.49935552,0.49581417,0.49765033,0.51326805
69,5,0.4964778,0.5059573,0.49205327,0.51973635
70,5,0.50763476,0.48306733,0.5032396,0.5197923
71,5,0.5056387,0.5104789,0.49900866,0.5095125
72,4,0.50985116,0.49432102,0.50285995,0.4849365
73,4,0.5027478,0.4816838,0.49895296,0.4768608
74,4,0.5009396,0.49430156,0.4896086,0.5292674
75,4,0.506346,0.47212648,0.49855208,0.50262135
76,4,0.5151237,0.47181427,0.5082544,0.5129351
77,4,0.5047912,0.49009392,0.5032531,0.5328743
78,5,0.4982205,0.48905113,0.4937269,0.5269803
79,4,0.51312256,0.49683616,0.5051961,0.48826206
80,5,0.5016693,0.4909133,0.4995291,0.50755703
81,5,0.49915865,0.48671874,0.49084777,0.49310142
82,5,0.49212727,0.4882635,0.48586637,0.51345444
83,4,0.4902448,0.5138134,0.48713893,0.5229728
84,4,0.4930528,0.5014578,0.48843104,0.52819717
85,5,0.49561846,0.49682358,0.49562052,0.52202356
86,4,0.4881356,0.486284,0.4825128,0.49613774
87,5,0.50351316,0.50550103,0.4904182,0.5210657
88,5,0.49828884,0.4858897,0.49531516,0.4891679
89,4,0.5098959,0.48535934,0.50354815,0.49314275
90,4,0.49536917,0.47921073,0.49377748,0.4773186
91,4,0.48596114,0.5446882,0.49881843,0.53677833
92,5,0.5032241,0.48968235,0.49716327,0.4832196
93,4,0.49571386,0.5006271,0.49645248,0.50578433
94,4,0.49094132,0.49471942,0.48793444,0.49625725
95,4,0.500634,0.4845882,0.49812993,0.4913999
96,4,0.5005003,0.49595284,0.5037818,0.5231347
97,4,0.49392745,0.4677012,0.4977252,0.48854074
98,4,0.5474584,0.5001069,0.54775584,0.49332082
99,5,0.50367683,0.47282326,0.4999026,0.48028496
