,label,x_left,y_left,x_right,y_right
0,5,0.48640957,0.43997282,0.49379864,0.485669
1,4,0.50055385,0.48189482,0.49957335,0.50705844
2,5,0.50137734,0.48315042,0.49645996,0.5303651
3,4,0.5089841,0.51001155,0.49540344,0.51559865
4,5,0.50061166,0.5002603,0.49347806,0.52936447
5,4,0.49975228,0.4924905,0.4964383,0.49888796
6,4,0.49604475,0.49030906,0.49469802,0.53117895
7,4,0.5007178,0.4864377,0.49567297,0.5219497
8,4,0.5011764,0.5014858,0.495561,0.49733874
9,5,0.49874052,0.4843692,0.49194953,0.51332736
10,5,0.50455606,0.50834215,0.50092053,0.508057
11,4,0.50514436,0.49607795,0.49707925,0.49469006
12,5,0.50211096,0.48694807,0.49818733,0.50042975
13,4,0.47972184,0.5209118,0.49642825,0.5184918
14,5,0.4972152,0.46978772,0.49502927,0.49903923
15,4,0.50206465,0.4974592,0.49712068,0.4981364
16,4,0.49923533,0.48392844,0.5000654,0.5176511
17,4,0.5082128,0.49214008,0.50556797,0.4890014
18,5,0.4989735,0.47225603,0.49152184,0.51410115
19,4,0.5000815,0.5004597,0.49292052,0.50978273
20,5,0.50140935,0.49909112,0.49905166,0.529334
21,5,0.50366944,0.4970644,0.49548373,0.5000848
22,4,0.5037367,0.46980953,0.4982555,0.49146345
23,5,0.49679008,0.47468245,0.4957058,0.49554276
24,5,0.500914,0.49450612,0.49660096,0.5043797
25,4,0.5036241,0.49052948,0.5028367,0.49810115
26,5,0.4994559,0.48836225,0.49235117,0.49272949
27,5,0.50178945,0.48567188,0.49799517,0.49103907
28,5,0.4968235,0.48789927,0.49435762,0.49707368
29,4,0.49525085,0.48972008,0.49454364,0.5097395
30,5,0.5018178,0.47917524,0.49354833,0.5051674
31,5,0.49846646,0.48922786,0.49508616,0.48849642
32,5,0.5003914,0.49596396,0.49730638,0.49563894
33,4,0.5013807,0.49397007,0.49235663,0.5028404
34,5,0.5022338,0.48025775,0.49560696,0.50587523
35,4,0.49587223,0.49380785,0.49139476,0.49255893
36,4,0.5005619,0.4906729,0.49641877,0.5197594
37,4,0.501762,0.48694345,0.50059396,0.5010282
38,5,0.4984932,0.4729015,0.5021894,0.49712643
39,5,0.48051673,0.51356035,0.48411492,0.5174076
40,4,0.503175,0.49645865,0.50408566,0.50414157
41,5,0.49752644,0.5015825,0.5008721,0.5339152
42,5,0.5040947,0.5080526,0.49171484,0.50502574
