,label,x_left,y_left,x_right,y_right
0,4,0.24863018,0.46654913,0.24582407,0.48539516
1,4,0.25180835,0.48891807,0.25094467,0.50734144
2,5,0.7155926,0.50522923,0.7163956,0.51655656
3,5,0.7428771,0.5320638,0.74479043,0.54604757
4,4,0.25313956,0.53854775,0.2505466,0.54630846
5,5,0.75764024,0.5325242,0.7554748,0.5449183
6,5,0.66707563,0.51996166,0.66548014,0.5311425
7,4,0.26288366,0.49721307,0.26090604,0.51258194
8,5,0.7482708,0.5377019,0.74825835,0.5424633
9,4,0.24374849,0.510365,0.24188887,0.52018374
10,4,0.73993915,0.517251,0.7381939,0.5259841
11,4,0.27249905,0.50844145,0.26740947,0.52749354
12,5,0.76128143,0.5220386,0.75825393,0.5405275
13,4,0.2597113,0.49279723,0.25535747,0.51111645
14,4,0.25480682,0.50358963,0.25171354,0.51223505
15,4,0.24772123,0.50010073,0.24476698,0.512387
16,4,0.2644788,0.4898933,0.26323435,0.50772357
17,4,0.24447757,0.49955675,0.23903199,0.51232815
18,4,0.25847238,0.49194965,0.25133264,0.5065794
19,5,0.7509481,0.52874476,0.75516695,0.5402296
20,5,0.7426034,0.5166007,0.7412342,0.5257839
21,5,0.66232365,0.51038736,0.66876465,0.5132202
22,5,0.7121082,0.5231103,0.71372694,0.52289915
23,5,0.7357229,0.52149516,0.7372842,0.5228079
24,4,0.2781319,0.50702727,0.27798337,0.51768917
25,5,0.652983,0.5222364,0.6559235,0.5191956
26,5,0.61603653,0.5202255,0.6197762,0.51978934
27,4,0.34903958,0.49923858,0.34661925,0.5092929
28,5,0.7357929,0.51955336,0.7318492,0.52529037
29,5,0.55782366,0.5133992,0.55475765,0.5094294
30,5,0.7152486,0.5070875,0.71477157,0.51557803
31,4,0.25822046,0.49832782,0.255972,0.5195635
32,4,0.30377385,0.509353,0.30418307,0.52816415
33,5,0.60580015,0.5146653,0.6049603,0.51799893
34,4,0.26028267,0.50703746,0.25263336,0.52075344
35,4,0.24603705,0.5060751,0.23902802,0.51110566
36,4,0.41052514,0.50694406,0.40565538,0.51328164
37,5,0.54569757,0.5074799,0.55582786,0.5046414
38,5,0.6754107,0.5164028,0.6769885,0.51199746
39,5,0.6687706,0.50783944,0.6681864,0.5075223
40,4,0.33419648,0.4984197,0.33540115,0.51268244
41,5,0.72093314,0.52548575,0.72115666,0.51573676
42,5,0.64636207,0.5239312,0.6464337,0.51956546
43,4,0.2870168,0.49602875,0.2788879,0.50973815
44,5,0.6662806,0.5163556,0.6632499,0.5171231
45,5,0.65834785,0.50518703,0.65845364,0.5035865
46,5,0.7501585,0.49665648,0.7529478,0.49485654
47,4,0.30118382,0.4733829,0.29640526,0.48765707
48,4,0.286331,0.48534697,0.2765453,0.5017181
49,5,0.76242495,0.50254285,0.76239914,0.50216866
50,4,0.27294514,0.49234644,0.26954013,0.50384593
51,5,0.73789686,0.5158695,0.73691285,0.525909
52,4,0.4776138,0.48178554,0.47723994,0.49523717
53,5,0.7483124,0.5069806,0.7507143,0.5066511
54,5,0.61880475,0.5037052,0.61379,0.50529456
55,4,0.28519544,0.49700293,0.2804555,0.5113214
56,4,0.23215327,0.51678437,0.22743504,0.5301892
57,5,0.6854044,0.5038215,0.686942,0.5049852
58,4,0.2725612,0.5123198,0.27021602,0.5239436
59,4,0.29405662,0.50335467,0.29133973,0.5221226
60,5,0.7207797,0.5256356,0.72324693,0.5240202
61,4,0.33652756,0.5024879,0.33280578,0.5082277
62,4,0.31282833,0.49251598,0.3087927,0.49821785
63,5,0.6669728,0.50680125,0.6658667,0.4947787
64,5,0.7707144,0.49348465,0.76914614,0.49402556
65,5,0.6697121,0.49055398,0.66945744,0.48799092
66,4,0.48775145,0.49778268,0.48531833,0.49471626
67,4,0.24603562,0.48398465,0.24653511,0.50765055
68,4,0.36694545,0.5081101,0.36288783,0.5088869
69,5,0.662143,0.50468415,0.6613265,0.5043939
70,4,0.29721406,0.5045031,0.2988447,0.5229966
71,4,0.31943247,0.49933618,0.3141283,0.50818557
72,4,0.25329226,0.49911237,0.24919148,0.51656026
73,5,0.35659847,0.50362986,0.35557416,0.518208
74,5,0.7345561,0.51334876,0.7340476,0.51033187
75,5,0.68498975,0.5102714,0.6965562,0.5058395
76,5,0.7576094,0.5114822,0.75563216,0.5065449
77,5,0.6607024,0.4915233,0.66045916,0.49072012
78,4,0.27741474,0.49476615,0.27336335,0.5111515
79,5,0.6992316,0.5028769,0.6994989,0.5056054
80,5,0.6834093,0.4951496,0.6810352,0.48402536
81,4,0.32099813,0.4657768,0.31726575,0.47215292
82,5,0.7272436,0.496898,0.7282446,0.49381718
83,4,0.2877708,0.501549,0.27995798,0.51849824
84,4,0.26464027,0.48216593,0.25795043,0.4949864
85,4,0.26368114,0.50730705,0.26081666,0.5196864
86,5,0.6864098,0.50112164,0.683369,0.50590354
87,5,0.6369223,0.51680535,0.64404684,0.51267594
88,4,0.37372944,0.5060196,0.3731714,0.50551105
89,5,0.7312131,0.5034036,0.7336422,0.50378156
90,5,0.7434543,0.4739349,0.73701704,0.46698698
91,5,0.6658837,0.50032246,0.6664733,0.4907023
92,4,0.31778374,0.49949905,0.3183923,0.5117943
93,4,0.4224577,0.4979213,0.42085764,0.5009167
94,4,0.33785915,0.48951805,0.33359984,0.4946982
95,5,0.59268147,0.50475985,0.5919931,0.5024326
96,4,0.35058442,0.5003669,0.34476057,0.51175964
97,4,0.36587444,0.49079666,0.3615491,0.504187
98,5,0.6909514,0.4987595,0.6959642,0.49123916
99,5,0.7840214,0.49923533,0.78067935,0.49617416
